description,label,bridge
Software development and supply,62012,RSQRV
Software development and support,62012,RSQRW
Software development company,62012,RSQRX
Software development consultancy,62020,RSQRY
Software development for the entertainment industry,62011,RSQSQ
Software development services for the cable tv telephone industry,62012,RSQSR
Software duplicators,62012,RSQSS
Software engineering of business media software,62012,RSQST
Software for internet security,62012,RSQSU
Software install,62090,RSQSV
Software manufacture and consultancy services,62012,RSQSW
Software services,62090,RSQSX
Software solutions software products software consultancy,62020,RSQSY
Software development consultancy and supply,62012,RSQSZ
Software systems house,62012,RSQTQ
Solutions based software provider,62012,RSQTR
Supplier of computer software services,62090,RSQTS
Supply of computer software services,62090,RSQTT
Systems software design,62020,RSQTU
Telecommunications software consultancy,62020,RSQTV
Web based consultancy and development services,62012,RSQTW
Web design and development,62012,RSQTX
Web designers,62012,RSQTY
Software supply,62012,RSQTZ
Web site development and internet software applications,62012,RSQUQ
Website design,62012,RSQUR
Website design and development,62012,RSQUS
Write computer programs for mainly windows,62012,RSQUT
It support services,62020,RSQUW
Application service provider,62012,RSQUX
Computer data processing,63110,RSQUY
Web site development,62012,RSQUZ
Computer output onto microfiche,63110,RSQVQ
Data centre providing outsourcing and website hosting,63110,RSQVR
Data entry,63110,RSQVS
Data input and data capture,63110,RSQVT
Data network services,63110,RSQVU
Data preparation bureau,63110,RSQVV
Data processing accounts paye,63110,RSQVW
Data processing bureau,63110,RSQVX
Data processing consultancy,63110,RSQVY
Computer output on microfiche,63110,RSQVZ
Data processing services,63110,RSQWQ
Local authority computer section,62030,RSQWR
Seismic data processing,63110,RSQWS
Telephone data processing,63110,RSQWT
Data storage,63110,RSQWU
Data storage and records management,63110,RSQWV
Database building for marketing purposes,63110,RSQWW
Database bureau and a mailing house,63110,RSQWX
Database computer bureau,63110,RSQWY
Data processing consultants,63110,RSQWZ
Database registering owner ship of property and motor vehicles,58190,RSQXQ
Electronic publishing,58190,RSQXR
Publisher database producer,58190,RSQXS
Computer hardware repair and scheduling,95110,RSQXT
Computer maintenance,95110,RSQXU
Computer maintenance and ancillary services,95110,RSQXV
Computer maintenance and associated services,95110,RSQXW
Computer maintenance and logistic,95110,RSQXX
Computer repairs,95110,RSQXY
Database creation and management,63110,RSQXZ
Computer servicing,95110,RSQYQ
Configuration of computer equipment supplies manufacture sales of consumables,95110,RSQYR
It repair services,95110,RSQYS
It services and solutions,95110,RSQYT
Maintenance and repair of office accounting and computing machinery,33120,RSQYU
Repair and maintenance of office equipment,95110,RSQYV
Repair maintenance of computer equipment,95110,RSQYW
Repair of it equipment,95110,RSQYX
Retail maintenance of computer equipment,95110,RSQYY
Computer repairs and upgrades,95110,RSQYZ
Provision of computer programming services,62012,RSQZQ
Provision of computer software consultancy,62020,RSQZR
Research development of data integration software,62012,RSQZS
Research development of software provision of consulting services,62012,RSQZT
Research development software for gps equipment,62012,RSQZU
Design and development of software for the secure distribution of music over the internet,62011,RSQZV
Service sector software development,62012,RSQZW
Software analysis for securities lending,62012,RSQZX
Software and systems consultancy,62020,RSQZY
Programming,62012,RSQZZ
Cancer research,72190,RSRQQ
Cancer research fund,72190,RSRQR
Charity doing research in farming and game conservation,72190,RSRQS
Chemical research and development,72190,RSRQT
Clinical research,72190,RSRQV
Clinical research consultancy,72190,RSRQW
Clinical research undertaken on various drug preparations for pharmaceutical companies,72190,RSRQX
Clinical testing of cosmetics and pharmaceuticals using human subjects,72190,RSRQY
Biotechnology services,72110,RSRQZ
Contract clinical research company,72190,RSRRQ
Contract histopathology,72190,RSRRR
Contract research and development in microbiology and small scale fermentation,72190,RSRRS
Contract research in medicine by testing new drugs or applications on people,72190,RSRRT
Contract research organisation for the pharmaceutical industry,72190,RSRRU
Contract research veterinary clinical trials,72190,RSRRV
Cosmetic and pharmaceutical testing,72190,RSRRW
Cosmetic and pharmaceutical testing and clinical services,72190,RSRRX
Drug research for biotech and pharmaceutical companies,72190,RSRRY
Contract biomedical research,72190,RSRRZ
Environmental research,72190,RSRSQ
Experimental engineering development,72190,RSRSR
Game and habitat research,72190,RSRSS
Health research,72190,RSRST
Horticultural research,72190,RSRSU
Horticultural research and development,72190,RSRSV
Horticulture research,72190,RSRSW
Invertebrate virology,72190,RSRSX
Lamp research and development,72190,RSRSY
Ecological research,72190,RSRSZ
Medical research and teaching,72190,RSRTQ
Pharmaceutical research,72190,RSRTR
Pharmaceutical research and development,72190,RSRTS
Pharmaceutical research development specifically in the field of drug delivery,72190,RSRTT
Research and consultancy services to the energy and life sciences markets,72190,RSRTU
Research and development and sales of antibodies,72190,RSRTV
Research and development biotechnology,72110,RSRTW
Research and development for the defence and commercial industries,72190,RSRTX
Research and development in community health,72190,RSRTY
Medical device design and research,72190,RSRTZ
Research and development of drug products,72190,RSRUQ
Research and development of natural rubber,72190,RSRUR
Research and development of oils and petrochemicals,72190,RSRUS
Research and development of proprietary pharmaceutical and diagnostics agents,72190,RSRUT
Research and development on recombinant manufacture of proteins in yeast,72190,RSRUU
Research chemists,72190,RSRUV
Research establishment,72190,RSRUW
Research in astronomy space science and particle physics,72190,RSRUX
Research into earth sciences,72190,RSRUY
Research and development in the field of antibody technology,72190,RSRUZ
Scientific and engineering research and consultancy,72190,RSRVQ
Scientific clinical research,72190,RSRVR
Scientific research and development,72190,RSRVS
Toxicological research centre,72190,RSRVT
Social and economic regeneration consultants,72200,RSRVU
Chartered patent agents,69109,RSRVV
Chartered patent and trade mark agents,69109,RSRVW
Chartered patent and trade mark attorneys,69109,RSRVX
Chartered patent and trademark agents,69109,RSRVY
Science research,72110,RSRVZ
Chartered patent attorneys,69109,RSRWQ
Patent agency,69109,RSRWR
Patent licensing,69109,RSRWS
Patent trademark design copyright attorneys,69109,RSRWT
Patents office,69109,RSRWU
Trade mark searching,69109,RSRWV
Worldwide trade mark specialists,69109,RSRWW
Barrister chambers,69101,RSRWX
Barrister in private practice,69101,RSRWY
Chartered patent and trademark attorneys,69109,RSRWZ
Barristers chambers legal services,69101,RSRXQ
Barristers chambers providing legal advice and advocacy,69101,RSRXR
Provision of barristers services,69101,RSRXS
Self employed barrister,69101,RSRXT
American lawyers,69102,RSRXU
Attorneys at law,69102,RSRXV
Construction lawyers,69102,RSRXX
Consultant solicitor,69102,RSRXY
Barrister legal services,69101,RSRXZ
Conveyancing litigation matrimonial work,69102,RSRYQ
Criminal defence lawyers,69102,RSRYR
Firm of solicitors,69102,RSRYS
Firm of solicitors in private practice,69102,RSRYT
Legal solicitors,69102,RSRYU
Licensed conveyances,69102,RSRYV
Licensed conveyances property and probate lawyer,69102,RSRYW
Personal injury specialist solicitors,69102,RSRYX
Service company providing services to a firm of solicitors,69102,RSRYY
Conveyancing,69102,RSRYZ
Agricultural chemists,72190,RSRZQ
Agricultural research council,72190,RSRZR
Agriculture research,72190,RSRZS
Animal research,72190,RSRZT
Astronomical observatory,72190,RSRZU
Basic research into physics and information technology of speech,72190,RSRZV
Bio tech research and development,72110,RSRZW
Bio technology research and development,72110,RSRZX
Biotechnological drug development,72110,RSRZY
Third party computer maintenance,95110,RSRZZ
Solicitors dealing with criminal work mainly,69102,RSSQQ
Solicitors estate agents,69102,RSSQR
Solicitors general law practice,69102,RSSQS
Solicitors general legal practice,69102,RSSQT
Solicitors i t,69102,RSSQU
Solicitors legal advice to clients,69102,RSSQV
Solicitors litigation company commercial and properties,69102,RSSQX
Solicitors not applicable,69102,RSSQY
Solicitors commercial domestic conveyance criminal probate matrimonial dispute,69102,RSSQZ
Solicitors office personal injury medical negligence conveyance,69102,RSSRQ
Solicitors only,69102,RSSRR
Solicitors practice,69102,RSSRS
Solicitors practice mainly conveyance wills,69102,RSSRT
Solicitors practice mainly interested in criminal law,69102,RSSRU
Solicitors practice specialising in commercial law,69102,RSSRV
Solicitors practice with personal injury commercial departments,69102,RSSRW
Solicitors property sales,69102,RSSRX
Solicitors specialising in clinical negligence and personal injury matters,69102,RSSRY
Solicitors office dealing with road traffic accident cases conveyance probate wills litigation,69102,RSSRZ
Solicitors specializing in family law litigation property and probate,69102,RSSSQ
Us law firm,69102,RSSSR
Criminal defence solicitors,69102,RSSSS
American law firm,69109,RSSST
Bailiffs and investigation,69109,RSSSU
Bailiffs by appointment and valuers,69109,RSSSV
Certificated bailiffs,69109,RSSSW
Certified bailiffs,69109,RSSSX
Company registration and search agents,69109,RSSSY
Solicitors specialising in commercial law,69102,RSSSZ
Conveyancing dept,69109,RSSTQ
Corporate law on dutch financial law advice mergers acquisition law advice,69109,RSSTR
Independent tribunal dealing with claims from the victims of violence,69109,RSSTS
Local authority legal department,69109,RSSTT
Law practice,69109,RSSTU
Legal activities not elsewhere classified,69109,RSSTV
Legal advice and relate services,69109,RSSTW
Legal practice,69109,RSSTX
Legal practitioners,69109,RSSTY
Company registration search and property search agents,69109,RSSTZ
Legal services to insurance companies and insurance claimants,69109,RSSUQ
Licensed conveyancers,69109,RSSUR
Local authority legal services,69109,RSSUS
Other legal activities,69109,RSSUT
Other legal activities not classified elsewhere,69109,RSSUU
Provision of legal advice and services,69109,RSSUV
Support services to solicitors,69109,RSSUW
Will writers,69109,RSSUX
